Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
RANGE RESOURCES APPALACHIA LLC,1,STARVAGGI INDUSTRIES INC B2,62.67121,GasWell,40.409011,-80.475213
RANGE RESOURCES APPALACHIA LLC,1,HARMON CREEK 'B' UNIT 7H,353.33696,GasWell,40.414106,-80.424281
RANGE RESOURCES APPALACHIA LLC,1,MATCHETT FARM 12122 5H,2680.96532,GasWell,40.416717,-80.314386
RANGE RESOURCES APPALACHIA LLC,1,HARMON CREEK 'C' UNIT 28H,438.97662,GasWell,40.417928,-80.402972
RANGE RESOURCES APPALACHIA LLC,1,MOORE PARK 12065 1H,881.28091,GasWell,40.418786,-80.350803
APEX ENERGY (PA) LLC,1,FATUR PAD 10H,2000.57975,GasWell,40.421361,-79.550192
DIVERSIFIED OIL & GAS LLC,1,MCGRATH UNIT 1,7.2893,GasWell,40.433545,-79.070535
GREAT OAK ENERGY INC,1,EXPORT FUEL 1,1.66195,GasWell,40.435439,-79.584499
RANGE RESOURCES APPALACHIA LLC,1,ROBINSON CAMPBELL 11132 10H,6893.90593,GasWell,40.442778,-80.338189
DIVERSIFIED OIL & GAS LLC,1,RAU UNIT 2H,7.40602,GasWell,40.445435,-79.077296
DIVERSIFIED OIL & GAS LLC,1,RAU UNIT 1,7.27757,GasWell,40.445457,-79.077263
XTO ENERGY INC,1,DEVINNEY UNIT 4H,257.25683,GasWell,40.452078,-79.420517
XTO ENERGY INC,1,DEVINNEY UNIT 1H,248.28552,GasWell,40.452133,-79.420519
CNX GAS CO LLC,1,ACAA 2D,2061.54993,GasWell,40.462042,-80.256753
EQT PROD CO,1,ANDERSON UNIT 1,5.07743,GasWell,40.464667,-80.477889
RANGE RESOURCES APPALACHIA LLC,1,BIGGER THOMAS 10235 2H,5439.20877,GasWell,40.465981,-80.359794
CNX GAS CO LLC,1,ACAA 1D,2870.57184,GasWell,40.472872,-80.254803
CNX GAS CO LLC,1,MAMONT SOUTH 1A,319.57808,GasWell,40.474833,-79.569369
RANGE RESOURCES APPALACHIA LLC,1,MAZURE WILLIAM 12118 1H,2615.53679,GasWell,40.474953,-80.382314
RANGE RESOURCES APPALACHIA LLC,1,FAY ALBERT 11966 6H,460.86446,GasWell,40.479894,-80.416742
XTO ENERGY INC,1,JONES B UNIT 2H,1.26666,GasWell,40.482906,-79.143728
XTO ENERGY INC,1,JONES A UNIT 1H,1.26705,GasWell,40.482919,-79.143758
RANGE RESOURCES APPALACHIA LLC,1,DALBO DOMINICK UNIT 2H,6481.26366,GasWell,40.484222,-80.349361
CNX GAS CO LLC,1,HUTCHINSON 4D,633.27208,GasWell,40.489792,-79.578667
CNX GAS CO LLC,1,DEARMITT 1A,569.70789,GasWell,40.493789,-79.5655
CNX GAS CO LLC,1,MAWC TR 27 GERMROTH 6,0.53342,GasWell,40.495647,-79.58903
CNX GAS CO LLC,1,AIKENS 5A,413.99655,GasWell,40.503714,-79.560394
CNX GAS CO LLC,1,SHAW 1A,5031.94135,GasWell,40.503997,-79.573208
RANGE RESOURCES APPALACHIA LLC,1,SEIBEL JOSEPH 11396 2H,3016.68179,GasWell,40.504731,-80.328044
CNX GAS CO LLC,1,KUHNS 3A,316.15579,GasWell,40.508006,-79.545961
CNX GAS CO LLC,1,GAUT 4D,507.92893,GasWell,40.508269,-79.559217
XTO ENERGY INC,1,HOMER CITY POWER PLANT 8422H,236.21657,GasWell,40.510643,-79.186639
RANGE RESOURCES APPALACHIA LLC,1,JODIKINOS CAROL 11380 1H,1024.80335,GasWell,40.518233,-80.354231
XTO ENERGY INC,1,HCPP A 8H,259.02278,GasWell,40.524561,-79.198081
XTO ENERGY INC,1,HCPP A 4H,253.60426,GasWell,40.524589,-79.198081
XTO ENERGY INC,1,HCPP A 3H,250.94476,GasWell,40.524617,-79.198078
XTO ENERGY INC,1,HCPP A 2H,255.79548,GasWell,40.524644,-79.198075
RANGE RESOURCES APPALACHIA LLC,1,MCMICHAEL PETER 11388 5H,2911.52005,GasWell,40.531408,-80.353544
"OLYMPUS ENERGY, LLC",1,MIDAS 8M,2480.94995,GasWell,40.531453,-79.766944
XTO ENERGY INC,1,HOMER CITY POWER PLANT 8421H,250.94581,GasWell,40.534092,-79.198464
XTO ENERGY INC,1,HCPP UNIT 1HU,0,GasWell,40.535233,-79.199394
CNX GAS CO LLC,1,BELL POINT 6PHSU,3536.93616,GasWell,40.536577,-79.523107
DIVERSIFIED PROD LLC,1,BLOOM 8315,64.37101,GasWell,40.541656,-79.032822
XTO ENERGY INC,1,FABIN UNIT A3H,1.26705,GasWell,40.562025,-79.256297
RANGE RESOURCES APPALACHIA LLC,1,YUTE UNIT 2H,65.07837,GasWell,40.573081,-79.806931
XTO ENERGY INC,1,ADAMS UNIT A2H,1.26666,GasWell,40.576789,-79.246958
"OLYMPUS ENERGY, LLC",1,ZEUS 6M,3284.48762,GasWell,40.579097,-79.669006
CNX GAS CO LLC,1,W CRAWFORD 5C,62.90324,GasWell,40.581328,-79.382381
RANGE RESOURCES APPALACHIA LLC,1,MILLER JR 10602 11H,13313.4855,GasWell,40.584364,-79.851333
MDS ENERGY DEV LLC,1,JAMES RAY 1-81,7.1587,GasWell,40.588542,-79.031517
CHEVRON APPALACHIA LLC,1,SPRING CHURCH UNIT 1H,445.34384,GasWell,40.594178,-79.412125
BLX INC,1,R SLEPPY 1-86.6,22.43047,GasWell,40.604628,-78.960689
CHEVRON APPALACHIA LLC,1,DUMM 3H,0.01993,GasWell,40.611361,-78.860808
RANGE RESOURCES APPALACHIA LLC,1,SCHILLER GERALD UNIT 1H,61.18482,GasWell,40.616081,-79.786542
RANGE RESOURCES APPALACHIA LLC,1,GULICK UNIT 1H,3202.80477,GasWell,40.617683,-79.803619
RANGE RESOURCES APPALACHIA LLC,1,BAKERSTOWN ROAD UNIT 2H,193.80413,GasWell,40.625083,-79.783478
XTO ENERGY INC,1,INDIANA COUNTY AIRPORT 8431H,255.55465,GasWell,40.629369,-79.101191
DOMINION ENERGY TRANS INC,1,HARRY D ANDES 3,0.88838,GasWell,40.63,-79.366969
RANGE RESOURCES APPALACHIA LLC,1,BOVARD DOROTHY UNIT 1H,216.07014,GasWell,40.634181,-79.753706
PENNENERGY RESOURCES LLC,1,PER B15 1H,1435.16943,GasWell,40.639531,-80.179528
DIVERSIFIED PROD LLC,1,CARL BLOSE 1,0.3633,GasWell,40.641055,-79.021905
DOMINION ENERGY TRANS INC,1,MATTHEW MILLER 2,0.65525,GasWell,40.646667,-79.386925
XTO ENERGY INC,1,FAWN DEVELOPERS INC 3H,0.00029,GasWell,40.648568,-79.777621
XTO ENERGY INC,1,FAWN DEVELOPERS INC 4H,2.90356,GasWell,40.648704,-79.777674
GEOPETRO LLC,1,LIBERATO BEA 3H M,519.48098,GasWell,40.648889,-80.454111
GEOPETRO LLC,1,FERREBEE BEA 3H,337.84161,GasWell,40.653472,-80.445194
RANGE RESOURCES APPALACHIA LLC,1,BELLO CHARLES 11612 3H,330.58483,GasWell,40.654428,-79.775242
XTO ENERGY INC,1,FAWN DEVELOPERS INC 1,193.21969,GasWell,40.657901,-79.781085
GEOPETRO LLC,1,PAUL BUSSARD 3H,485.31095,GasWell,40.658417,-80.490944
EQT PROD CO,1,ROYAL OIL & GAS 590693,15.65381,GasWell,40.660081,-78.964083
EQT PROD CO,1,ROYAL OIL & GAS 590332,2625.62462,GasWell,40.660088,-78.963981
EQT PROD CO,1,ROYAL OIL & GAS 590333,18.1225,GasWell,40.660144,-78.9639
EQT PROD CO,1,ROYAL OIL & GAS 590359,15.62145,GasWell,40.66025,-78.963842
EQT PROD CO,1,ROYAL OIL & GAS 590694,15.66745,GasWell,40.660306,-78.963764
GEOPETRO LLC,1,CODY TRUST BEA 3H,458.71848,GasWell,40.668361,-80.414806
RANGE RESOURCES APPALACHIA LLC,1,NORRIS DAVID ET AL UNIT 10H,250.84189,GasWell,40.672239,-79.8061
GEOPETRO LLC,1,BEROVICH BEA 8H,493.75279,GasWell,40.672833,-80.431639
XTO ENERGY INC,1,THOMAS S PAJER ET AL 3H,1.26871,GasWell,40.675026,-79.751126
XTO ENERGY INC,1,THOMAS S PAJER ET AL 2H,1.26705,GasWell,40.675081,-79.751297
XTO ENERGY INC,1,HRANICA ET AL 1,1.26702,GasWell,40.676015,-79.746348
RANGE RESOURCES APPALACHIA LLC,1,THOMPSON DONALD 11750 7H,2518.64581,GasWell,40.677247,-79.782242
MDS ENERGY DEV LLC,1,RUSSELL R FOUSE 2M,116.80859,GasWell,40.677486,-79.597825
DIVERSIFIED PROD LLC,1,EVANICK 6H,0.3633,GasWell,40.677699,-78.985937
EQT PROD CO,1,EDWIN C ROSBOROUGH 590589,10.92357,GasWell,40.677911,-79.381553
EQT PROD CO,1,EDWIN C ROSBOROUGH 590259,11.82819,GasWell,40.677947,-79.381414
XTO ENERGY INC,1,JOHN OBRINGER ET UX 1,1.26705,GasWell,40.678731,-79.750587
XTO ENERGY INC,1,HARVEY UNIT 3H,225.23035,GasWell,40.679406,-79.766106
XTO ENERGY INC,1,HARVEY UNIT 1H,244.64698,GasWell,40.679428,-79.766089
MDS ENERGY DEV LLC,1,RALPH MYERS ETUX 1M-35,116.80859,GasWell,40.679592,-79.590531
MDS ENERGY DEV LLC,1,RALPH MYERS ETUX 2M-28,109.64989,GasWell,40.680822,-79.575833
XTO ENERGY INC,1,ESTATE OF FRANK PALKO ET AL 1,228.35742,GasWell,40.680873,-79.756682
MDS ENERGY DEV LLC,1,GILBERT C QUERIO 1A-43,116.80859,GasWell,40.680892,-79.594746
RANGE RESOURCES APPALACHIA LLC,1,KANE WILLIAM 11942 1H,276.11135,GasWell,40.685994,-79.815561
PENNENERGY RESOURCES LLC,1,PER B8 2H,1032.07966,GasWell,40.686246,-80.170466
XTO ENERGY INC,1,TRILOGY 5HU,0,GasWell,40.686825,-79.681244
XTO ENERGY INC,1,TRILOGY A 1H,0,GasWell,40.686839,-79.681297
XTO ENERGY INC,1,TRILOGY B 2H,0,GasWell,40.686847,-79.681331
XTO ENERGY INC,1,TRILOGY B 3H,0,GasWell,40.686856,-79.681364
XTO ENERGY INC,1,TRILOGY C 4H,0,GasWell,40.686864,-79.681397
EQT PROD CO,1,GIRTY 592602,17.38711,GasWell,40.687306,-79.366336
EQT PROD CO,1,GIRTY 591636,10.05894,GasWell,40.687342,-79.366311
EQT PROD CO,1,GIRTY 591635,17.63862,GasWell,40.687378,-79.366286
EQT PROD CO,1,GIRTY 591634,23.05217,GasWell,40.687417,-79.366261
PENNENERGY RESOURCES LLC,1,GEYER UNIT 3H,519.9323,GasWell,40.687453,-79.966014
GEOPETRO LLC,1,JENKINS BEA 8H,464.25355,GasWell,40.687639,-80.403028
RANGE RESOURCES APPALACHIA LLC,1,GOLDSCHEITTER UNIT 1H,228.33634,GasWell,40.689364,-79.797178
PENNENERGY RESOURCES LLC,1,PER B24 1H,9421.54685,GasWell,40.692639,-80.197272
CHEVRON APPALACHIA LLC,1,BUTERBAUGH 10H,704.46306,GasWell,40.694525,-78.915103
PENNENERGY RESOURCES LLC,1,PER B39 1H,3845.85475,GasWell,40.695122,-80.214361
PENNENERGY RESOURCES LLC,1,WEST PAD 77 W77 1H,692.74073,GasWell,40.698229,-79.856202
EQT PROD CO,1,GIBSON 590947,9.00011,GasWell,40.698728,-79.481867
EQT PROD CO,1,GIBSON 591457,8.11923,GasWell,40.698756,-79.481831
GEOPETRO LLC,1,FEDORCHAK BEA 3H,492.45176,GasWell,40.701056,-80.500083
RANGE RESOURCES APPALACHIA LLC,1,ALLEN JOHN 10202 6H,273.75548,GasWell,40.702678,-79.816667
SNYDER BROS INC,1,MC INTYRE 1-179,1.51793,GasWell,40.704875,-79.642508
MDS ENERGY DEV LLC,1,THOMAS HALL 1M,116.80859,GasWell,40.7052,-79.549475
EQT PROD CO,1,T A MCKEE 590271,7.68965,GasWell,40.70583,-79.409228
EQT PROD CO,1,T A MCKEE 590270,74.538,GasWell,40.705878,-79.409259
PENNENERGY RESOURCES LLC,1,WEST PAD 78 W78 1H,707.07013,GasWell,40.706496,-79.857281
PENNENERGY RESOURCES LLC,1,W75 PER W75 1H,690.69748,GasWell,40.708469,-79.815428
SNYDER BROS INC,1,NEUMANN 8H,1540.93184,GasWell,40.708758,-79.626672
SNYDER BROS INC,1,NEUMANN 4H,789.26149,GasWell,40.708803,-79.626614
SNYDER BROS INC,1,NEUMANN 7H,1225.75493,GasWell,40.708811,-79.626694
SNYDER BROS INC,1,NEUMANN 3H,518.48016,GasWell,40.708856,-79.626639
SNYDER BROS INC,1,NEUMANN 6H,1230.95554,GasWell,40.708864,-79.626719
SNYDER BROS INC,1,NEUMANN 2H,834.59787,GasWell,40.708908,-79.626661
SNYDER BROS INC,1,NEUMANN 5H,532.40356,GasWell,40.708914,-79.626742
SNYDER BROS INC,1,NEUMANN 1H,887.65176,GasWell,40.708958,-79.626686
SNYDER BROS INC,1,WILLIAM H RENSHAW ETUX 4M-161,1.51793,GasWell,40.710661,-79.626203
MDS ENERGY DEV LLC,1,MICHAEL T ZECCA 1M,116.80859,GasWell,40.710886,-79.652911
MDS ENERGY DEV LLC,1,MICHAEL T ZECCA 2M,116.80859,GasWell,40.711,-79.648381
MDS ENERGY DEV LLC,1,HONG-BARCO 1M,116.80859,GasWell,40.712078,-79.6434
SNYDER BROS INC,1,J ALLEN THROWER UNIT 582 1,1.5678,GasWell,40.714919,-79.809897
GEOPETRO LLC,1,DAVID BURDICK 3H,412.23159,GasWell,40.715767,-80.489797
SNYDER BROS INC,1,RENSHAW 4H,445.31003,GasWell,40.715928,-79.621447
SNYDER BROS INC,1,RENSHAW 3H,452.63498,GasWell,40.715931,-79.621517
SNYDER BROS INC,1,RENSHAW 2H,458.86059,GasWell,40.715936,-79.621589
SNYDER BROS INC,1,RENSHAW 1H,468.24788,GasWell,40.715939,-79.621661
PENNENERGY RESOURCES LLC,1,PER B22 10H,10172.21694,GasWell,40.716006,-80.177689
EQT PROD CO,1,SWANK 590638,7.61621,GasWell,40.716939,-79.475708
EQT PROD CO,1,SWANK 590636,7.61621,GasWell,40.716981,-79.475697
EQT PROD CO,1,SWANK 590635,9.0538,GasWell,40.717019,-79.475689
EQT PROD CO,1,SWANK 590637,7.62425,GasWell,40.717064,-79.475683
SNYDER BROS INC,1,JEAN V LEWIS 1M-39,1.51793,GasWell,40.718103,-79.610317
PENNENERGY RESOURCES LLC,1,W74 PER W74 1H,1381.96931,GasWell,40.718725,-79.807739
XTO ENERGY INC,1,QUINN UNIT A 1H,256.935,GasWell,40.719658,-79.865942
PENNENERGY RESOURCES LLC,1,WILSON UNIT 1H,1388.14884,GasWell,40.72125,-79.968106
PENNENERGY RESOURCES LLC,1,B2 PER B2-1H,1377.22508,GasWell,40.721764,-80.164781
EQT PROD CO,1,TERRY 591608,6.70955,GasWell,40.722081,-79.413567
EQT PROD CO,1,TERRY 591656,5.17349,GasWell,40.722131,-79.413483
EQT PROD CO,1,WRIGHT 590660,12.75317,GasWell,40.722833,-79.421139
EQT PROD CO,1,WRIGHT 590661,12.91917,GasWell,40.722861,-79.421111
EQT PROD CO,1,WRIGHT 590662,12.75317,GasWell,40.722889,-79.421056
EQT PROD CO,1,WRIGHT 590644,13.89823,GasWell,40.722917,-79.421028
EQT PROD CO,1,WRIGHT 590646,12.75317,GasWell,40.722933,-79.420975
PENNENERGY RESOURCES LLC,1,W73 1H,861.31416,GasWell,40.723289,-79.823958
GEOPETRO LLC,1,JAMES THARP 3H,468.49702,GasWell,40.726239,-80.510225
GEOPETRO LLC,1,CTG BEA 10H,482.49356,GasWell,40.726894,-80.459556
SNYDER BROS INC,1,SBTRA 1M-147,1.51793,GasWell,40.727925,-79.616352
PENNENERGY RESOURCES LLC,1,FERREE UNIT 1H,1304.47002,GasWell,40.728011,-79.906319
PENNENERGY RESOURCES LLC,1,PER B37 1H,1038.92087,GasWell,40.730578,-80.218579
PENNENERGY RESOURCES LLC,1,KENNEDY UNIT 1H,691.92179,GasWell,40.732328,-79.948514
BLX INC,1,HALSTEAD 1 122,19.923,GasWell,40.73341,-79.86095
PENNENERGY RESOURCES LLC,1,PER B11 1H,1036.05748,GasWell,40.734642,-80.201315
PENNENERGY RESOURCES LLC,1,RENO UNIT 1H,346.78282,GasWell,40.73465,-79.8912
GEOPETRO LLC,1,MCDANEL BEA 8H,410.82528,GasWell,40.735944,-80.443547
EXCO RESOURCES PA LLC,1,LENAPE HEIGHTS UNIT 3H,7.75654,GasWell,40.737019,-79.514831
EXCO RESOURCES PA LLC,1,LENAPE HEIGHTS UNIT 6H,5.36546,GasWell,40.737075,-79.514817
EXCO RESOURCES PA LLC,1,LENAPE HEIGHTS 4H,6.46161,GasWell,40.737128,-79.5148
EXCO RESOURCES PA LLC,1,LENAPE HEIGHTS UNIT 5H,5.33128,GasWell,40.737181,-79.514786
GEOPETRO LLC,1,MAGA BEA 8H,502.32388,GasWell,40.737611,-80.385444
SNYDER BROS INC,1,BVL-KIJOWSKI UNIT 1M,1.51793,GasWell,40.738422,-79.598222
XTO ENERGY INC,1,CHARLTON UNIT 7H,1.26702,GasWell,40.738911,-79.683656
XTO ENERGY INC,1,ALEXANDER LINDSAY UNIT 5H,1.26726,GasWell,40.738939,-79.683653
PENNENERGY RESOURCES LLC,1,B1 PER B1-1H,1031.16231,GasWell,40.739594,-80.169089
MDS ENERGY DEV LLC,1,THOMAS JOHNSON 1M,116.80859,GasWell,40.739714,-79.601408
PENNENERGY RESOURCES LLC,1,WEST UNIT 1H,518.29513,GasWell,40.740164,-79.990856
SNYDER BROS INC,1,WILLIAM F CLEPPER ETUX 4M-243,1.51793,GasWell,40.742622,-79.610792
XTO ENERGY INC,1,TERRY BOWSER A UNIT 3H,1.26705,GasWell,40.742906,-79.670406
MDS ENERGY DEV LLC,1,BIBLICAL LIFE INSTITUTE 1M,109.64989,GasWell,40.743139,-79.646708
MDS ENERGY DEV LLC,1,BIBLICAL LIFE 1H,509.11458,GasWell,40.743794,-79.646678
MDS ENERGY DEV LLC,1,BIBLICAL LIFE 2H,509.11458,GasWell,40.743836,-79.646631
MDS ENERGY DEV LLC,1,BIBLICAL LIFE 3H,509.11458,GasWell,40.743878,-79.646586
MDS ENERGY DEV LLC,1,BIBLICAL LIFE 4H,508.26458,GasWell,40.743919,-79.646539
BLX INC,1,DAVID G HILL 3-135,22.48642,GasWell,40.74445,-79.617756
PENNENERGY RESOURCES LLC,1,WEST PAD 69 1H,1750.41143,GasWell,40.744632,-79.85408
EQT PROD CO,1,BLANEY 591775,14.65634,GasWell,40.745767,-79.411408
EQT PROD CO,1,BLANEY 590948,21.98811,GasWell,40.745781,-79.411358
EQT PROD CO,1,BLANEY 590949,14.65634,GasWell,40.745794,-79.411306
EQT PROD CO,1,BLANEY 591661,14.65634,GasWell,40.745811,-79.411256
EQT PROD CO,1,BLANEY 591662,14.65634,GasWell,40.745825,-79.411206
EQT PROD CO,1,BLANEY 591764,14.65634,GasWell,40.745839,-79.411156
EQT PROD CO,1,BLANEY 591765,14.65634,GasWell,40.745853,-79.411103
EXCO RESOURCES PA LLC,1,RUTH ISEMAN UNIT 5H,102.07558,GasWell,40.745881,-79.508106
EXCO RESOURCES PA LLC,1,RUTH ISEMAN UNIT 3H,6.74056,GasWell,40.745941,-79.50811
EXCO RESOURCES PA LLC,1,RUTH ISEMAN UNIT 2H,8.72656,GasWell,40.746,-79.508111
EXCO RESOURCES PA LLC,1,RUTH ISEMAN UNIT 4H,6.71067,GasWell,40.746044,-79.508111
PENNENERGY RESOURCES LLC,1,PER B34 1H,8999.49772,GasWell,40.746408,-80.151
PENNENERGY RESOURCES LLC,1,PER W71 1H,530.06974,GasWell,40.747342,-79.8376
XTO ENERGY INC,1,MERTEN UNIT 2H,1.26854,GasWell,40.747383,-80.021778
XTO ENERGY INC,1,MERTEN UNIT 1H,1.26959,GasWell,40.74745,-80.021769
GEOPETRO LLC,1,ROLLING ACRES 8H,472.90281,GasWell,40.747528,-80.4115
PENNENERGY RESOURCES LLC,1,HOFER UNIT 1H,8089.00227,GasWell,40.747544,-79.905139
BLX INC,1,T OHL 1-37.48,19.97635,GasWell,40.747764,-79.715733
GEOPETRO LLC,1,PETRIK BEA 8H,478.36677,GasWell,40.748889,-80.510722
XTO ENERGY INC,1,OLIVE M MARBURGER LIVING TRUST 2,208.26845,GasWell,40.750759,-80.032435
CNX GAS CO LLC,1,C R GLASSER 4,53.3422,GasWell,40.75154,-79.04411
GEOPETRO LLC,1,DAVID THOMPSON 3H,468.45086,GasWell,40.752028,-80.495778
DIVERSIFIED PROD LLC,1,HILEMAN 4,0.37237,GasWell,40.752849,-79.509748
SNYDER BROS INC,1,CONCORDIA LUTH MINISTRIES 1 679,1.51793,GasWell,40.753553,-79.783327
SNYDER BROS INC,1,CONCORDIA LUTH MINISTRIES 2 679,1.46806,GasWell,40.754036,-79.789611
PENNENERGY RESOURCES LLC,1,SCHILLING SOUTH UNIT 1H,803.68251,GasWell,40.754278,-79.993833
BLX INC,1,D KING 1-82.04,22.38824,GasWell,40.754603,-79.725996
MDS ENERGY DEV LLC,1,CARSON INDUSTRIES 1M,116.80859,GasWell,40.755019,-79.654092
XTO ENERGY INC,1,OLIVE M MARBURGER LIVING TRUST 1,1.26849,GasWell,40.755412,-80.033007
GEOPETRO LLC,1,ROBERTS BEA 6H,505.13662,GasWell,40.755539,-80.384639
XTO ENERGY INC,1,FRANTZ UNIT 1H,1.26893,GasWell,40.7559,-79.666069
PENNENERGY RESOURCES LLC,1,WEST PAD 55 1H,1055.41789,GasWell,40.75665,-79.800144
XTO ENERGY INC,1,MARBURGER FARM DAIRY INC UNIT 1H,242.42175,GasWell,40.757428,-80.045967
XTO ENERGY INC,1,MARBURGER FARM DAIRY INC UNIT 2H,241.82955,GasWell,40.757472,-80.045903
XTO ENERGY INC,1,VICNOR GAW UNIT 4H,1.26666,GasWell,40.757492,-80.045881
REDMILL DRILLING,1,L GRAFF 1-103.27,22.46414,GasWell,40.758336,-79.830814
XTO ENERGY INC,1,KAREN O FOERTSCH ET AL 3H,250.91799,GasWell,40.758503,-79.851514
PENNENERGY RESOURCES LLC,1,BEAVER PAD 5 1H,1377.57735,GasWell,40.75874,-80.217937
MDS ENERGY DEV LLC,1,DANIEL S CRYTZER 1M,109.64989,GasWell,40.759083,-79.654672
PENNENERGY RESOURCES LLC,1,B3 PER B3-1H,1374.18958,GasWell,40.760239,-80.167086
PENNENERGY RESOURCES LLC,1,BAILLIE TRUST UNIT 1H,1614.8961,GasWell,40.760581,-80.087097
XTO ENERGY INC,1,JOHN FOERTSCH ET UX 1,143.49334,GasWell,40.761903,-79.837028
EXCO RESOURCES PA LLC,1,SMELTZER 3H,100.57857,GasWell,40.762848,-79.491278
PENNENERGY RESOURCES LLC,1,BELL PROPERTIES UNIT 10H,1323.80509,GasWell,40.762853,-80.13355
XTO ENERGY INC,1,JOHN FOERTSCH ET UX 2,242.42766,GasWell,40.764076,-79.839321
PENNENERGY RESOURCES LLC,1,POWELL UNIT 1H,1038.84011,GasWell,40.764317,-79.945772
MDS ENERGY DEV LLC,1,JAMES A HELD ETUX 1M-25,116.80859,GasWell,40.764533,-79.513014
MDS ENERGY DEV LLC,1,SLATE LICK PRESBYTERIAN CHURCH 1M,116.80859,GasWell,40.764639,-79.643728
REDMILL DRILLING,1,D BREWER 1 67.3,19.98509,GasWell,40.76495,-79.74374
PENNENERGY RESOURCES LLC,1,SHARLOW UNIT 1H,526.58189,GasWell,40.76845,-79.900111
XTO ENERGY INC,1,EDWARD R GAW JR 1,203.76257,GasWell,40.768573,-80.04443
XTO ENERGY INC,1,VADNAL B UNIT 5H,0.00032,GasWell,40.768769,-79.852883
XTO ENERGY INC,1,VADNAL A UNIT 3H,945.57267,GasWell,40.768797,-79.852897
XTO ENERGY INC,1,VADNAL B UNIT 7H,207.37352,GasWell,40.768822,-79.852908
XTO ENERGY INC,1,VADNAL A UNIT 10HB,208.77619,GasWell,40.768847,-79.852919
XTO ENERGY INC,1,HIXON UNIT 5H,241.30422,GasWell,40.768847,-79.976864
XTO ENERGY INC,1,HIXON UNIT 4H,241.87296,GasWell,40.768861,-79.976894
XTO ENERGY INC,1,HIXON UNIT 1H,241.8288,GasWell,40.768886,-79.976956
XTO ENERGY INC,1,HIXON UNIT 2H,241.82876,GasWell,40.7689,-79.976989
XTO ENERGY INC,1,HIXON UNIT 6HB,242.09398,GasWell,40.768922,-79.977011
MDS ENERGY DEV LLC,1,CARL SHOPE 1M,116.80859,GasWell,40.770372,-79.51
GEOPETRO LLC,1,HODGDON BEA 5H,501.0397,GasWell,40.770461,-80.504561
GEOPETRO LLC,1,PGC BEA 3H,499.61858,GasWell,40.771111,-80.493444
PENNENERGY RESOURCES LLC,1,BREAKNECK BEAGLE CLUB UNIT 1H,1378.03229,GasWell,40.771175,-80.103483
GEOPETRO LLC,1,KERRY BEA 8H,401.00289,GasWell,40.771583,-80.481472
MDS ENERGY DEV LLC,1,SOLOMON-WISE 1M-27,116.80859,GasWell,40.771906,-79.625458
REDMILL DRILLING,1,W WATSON 1 47.6,19.96143,GasWell,40.7728,-79.72358
MDS ENERGY DEV LLC,1,CARL E & DORIS SHOPE 2-53,116.80859,GasWell,40.772989,-79.507983
PENNENERGY RESOURCES LLC,1,MEYER UNIT 2H,366.8882,GasWell,40.773553,-80.083042
MDS ENERGY DEV LLC,1,MICHAEL J LORD ETUX 1-5,116.80859,GasWell,40.774114,-79.568856
PENNENERGY RESOURCES LLC,1,ZAHN LLOYD UNIT 1H,5633.96846,GasWell,40.774889,-80.18475
MDS ENERGY DEV LLC,1,THOMAS W GRIMM ETUX 1M-47,116.80859,GasWell,40.775361,-79.619472
MDS ENERGY DEV LLC,1,HERBERT C CERUTTI ETUX 4M-55,109.64989,GasWell,40.775378,-79.586867
MDS ENERGY DEV LLC,1,NBSC 1M-63,116.80859,GasWell,40.775439,-79.614147
PENNENERGY RESOURCES LLC,1,PER W45 2H,545.3506,GasWell,40.776122,-79.729492
GEOPETRO LLC,1,POWELL BEA 6H,492.29816,GasWell,40.776861,-80.470583
PENNENERGY RESOURCES LLC,1,RAPE UNIT 2H,351.21238,GasWell,40.77715,-80.038142
REDMILL DRILLING,1,BRUNN 1 50,19.89418,GasWell,40.777922,-79.70615
XTO ENERGY INC,1,MARBURGER FARM DAIRY B UNIT 1H,1.26839,GasWell,40.778361,-79.998897
XTO ENERGY INC,1,MARBURGER FARM DAIRY B UNIT 2H,1.2686,GasWell,40.778386,-79.998878
MDS ENERGY DEV LLC,1,TERRY L BOWSER ETUX 1M-53,109.64989,GasWell,40.7788,-79.626592
PENNENERGY RESOURCES LLC,1,BEAVER PAD 12 1H,1044.74037,GasWell,40.778822,-80.170516
MDS ENERGY DEV LLC,1,FRANKIE J SHUMAKER ETUX 1M-117,116.80859,GasWell,40.779828,-79.598861
MDS ENERGY DEV LLC,1,DAVID J PORE 2M,116.80859,GasWell,40.779908,-79.573575
MDS ENERGY DEV LLC,1,THOMAS D VASTINE ETUX 1-44,116.80859,GasWell,40.779917,-79.542775
PENNENERGY RESOURCES LLC,1,B4 PER B4-1H,1375.79282,GasWell,40.780189,-80.215775
MDS ENERGY DEV LLC,1,MICHAEL SHANEOUR ETUX 1M-20,116.80859,GasWell,40.780206,-79.561142
PENNENERGY RESOURCES LLC,1,MCELHINNY UNIT 1H,688.96342,GasWell,40.780356,-80.018056
MDS ENERGY DEV LLC,1,ALFRED C BEERS ETUX 2M-26,116.80859,GasWell,40.781403,-79.620933
XTO ENERGY INC,1,ZACHERL UNIT 1H,179.4667,GasWell,40.7817,-79.788219
