Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
RICE DRILLING B LLC,1,THUNDER UNIT ONE 8H,0.2795,GasWell,39.826914,-80.279286
DIVERSIFIED OIL & GAS LLC,1,BERTOVICH 25,7.29677,GasWell,39.827214,-79.910145
RICE DRILLING B LLC,1,GREAT TIGER 2,1337.10132,GasWell,39.827906,-80.4781
RICE DRILLING B LLC,1,MAC 1,250.05731,GasWell,39.827947,-80.159311
RICE DRILLING B LLC,1,MAC 3,272.12102,GasWell,39.82795,-80.159258
RICE DRILLING B LLC,1,MAC 5,139.94129,GasWell,39.827953,-80.159203
RICE DRILLING B LLC,1,MAC 7,184.86756,GasWell,39.827956,-80.15915
RICE DRILLING B LLC,1,MAC 9,145.48254,GasWell,39.827958,-80.159097
RICE DRILLING B LLC,1,MAC 11,163.61957,GasWell,39.827961,-80.159044
RICE DRILLING B LLC,1,MAC 13,258.67577,GasWell,39.827964,-80.158992
RICE DRILLING B LLC,1,MAC 15,296.59249,GasWell,39.827967,-80.158936
RICE DRILLING B LLC,1,GREAT TIGER 4,1326.74745,GasWell,39.827969,-80.478069
RICE DRILLING B LLC,1,GREAT TIGER 6,1086.49134,GasWell,39.828033,-80.478039
RICE DRILLING B LLC,1,GREAT TIGER 8,1441.76561,GasWell,39.8281,-80.478008
RICE DRILLING B LLC,1,ALPHA UNIT 2 1H,14.75479,GasWell,39.8283,-80.3234
RICE DRILLING B LLC,1,ALPHA UNIT 2 1.1H,15.96248,GasWell,39.828314,-80.323478
RICE DRILLING B LLC,1,ALPHA UNIT 2 2H,14.75479,GasWell,39.828344,-80.323356
RICE DRILLING B LLC,1,ALPHA UNIT 2 3H,14.75479,GasWell,39.828358,-80.323433
RICE DRILLING B LLC,1,ALPHA UNIT 2 6H,14.75479,GasWell,39.828386,-80.323311
RICE DRILLING B LLC,1,ALPHA UNIT 2 5H,14.75479,GasWell,39.8284,-80.323389
RICE DRILLING B LLC,1,ALPHA UNIT 2 8H,14.75479,GasWell,39.828428,-80.323267
RICE DRILLING B LLC,1,ALPHA UNIT 2 7H,14.75479,GasWell,39.828442,-80.323344
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 53,9.58232,GasWell,39.830058,-80.0078
CHEVRON APPALACHIA LLC,1,BURCHIANTI 45H,582.5079,GasWell,39.830092,-80.007761
DIVERSIFIED OIL & GAS LLC,1,CONSOL/USX 90,7.2893,GasWell,39.830833,-79.983258
RICE DRILLING B LLC,1,MAGNUM 19,907.55324,GasWell,39.832322,-80.250183
RICE DRILLING B LLC,1,MAGNUM 1,1040.03205,GasWell,39.832342,-80.250269
RICE DRILLING B LLC,1,MAGNUM 17,884.352,GasWell,39.832364,-80.250169
RICE DRILLING B LLC,1,MAGNUM 3,1583.69379,GasWell,39.832381,-80.250256
RICE DRILLING B LLC,1,MAGNUM 15,891.48279,GasWell,39.832403,-80.250156
RICE DRILLING B LLC,1,MAGNUM 5,296.60625,GasWell,39.832422,-80.250242
RICE DRILLING B LLC,1,MAGNUM 13,2013.44696,GasWell,39.832442,-80.250142
RICE DRILLING B LLC,1,MAGNUM 7,810.28585,GasWell,39.832461,-80.250228
RICE DRILLING B LLC,1,MAGNUM 11,2269.57996,GasWell,39.832481,-80.250128
RICE DRILLING B LLC,1,MAGNUM 9,1931.58281,GasWell,39.8325,-80.250211
RICE DRILLING B LLC,1,GLASS JOE 2,0.2795,GasWell,39.833286,-80.475369
RICE DRILLING B LLC,1,GLASS JOE 1H,0.02151,GasWell,39.833361,-80.475478
RICE DRILLING B LLC,1,GLASS JOE 6,1613.39859,GasWell,39.833386,-80.475292
RICE DRILLING B LLC,1,GLASS JOE 3H,1928.86125,GasWell,39.833511,-80.475458
GREYLOCK PROD LLC,1,KEMSOD 1MH,1.66292,GasWell,39.834139,-80.024046
RICE DRILLING B LLC,1,THROCKMORTON 1,1643.46145,GasWell,39.834261,-80.216811
RICE DRILLING B LLC,1,THROCKMORTON 5,1463.34052,GasWell,39.834286,-80.216853
RICE DRILLING B LLC,1,THROCKMORTON 2H,11.85923,GasWell,39.834289,-80.216681
RICE DRILLING B LLC,1,THROCKMORTON 7,1036.89269,GasWell,39.834314,-80.216894
RICE DRILLING B LLC,1,THROCKMORTON 3H,11.85923,GasWell,39.834331,-80.216667
RICE DRILLING B LLC,1,THROCKMORTON 9,834.16596,GasWell,39.834339,-80.216936
RICE DRILLING B LLC,1,THROCKMORTON 11,740.43118,GasWell,39.834367,-80.216975
RICE DRILLING B LLC,1,THROCKMORTON 17,742.71768,GasWell,39.834378,-80.216825
RICE DRILLING B LLC,1,THROCKMORTON 15,758.13256,GasWell,39.834403,-80.216867
RICE DRILLING B LLC,1,THROCKMORTON 13,712.56817,GasWell,39.834431,-80.216908
CHEVRON APPALACHIA LLC,1,REJISS UNIT 1H,730.54125,GasWell,39.835447,-79.884836
RICE DRILLING B LLC,1,PLHC 15H,7.63925,GasWell,39.836336,-80.277431
RICE DRILLING B LLC,1,PLHC 17H,7.63925,GasWell,39.83635,-80.2775
RICE DRILLING B LLC,1,PLHC 1H,7.63925,GasWell,39.836389,-80.277411
RICE DRILLING B LLC,1,PLHC 13H,7.63925,GasWell,39.836403,-80.277481
RICE DRILLING B LLC,1,PLHC 3H,7.63925,GasWell,39.836442,-80.277392
RICE DRILLING B LLC,1,PLHC 5H,7.65558,GasWell,39.836494,-80.277372
RICE DRILLING B LLC,1,PLHC 7H,7.63925,GasWell,39.836547,-80.277353
RICE DRILLING B LLC,1,PLHC 9H,7.39504,GasWell,39.8366,-80.277333
RICE DRILLING B LLC,1,PLHC 11H,9.78938,GasWell,39.836614,-80.277403
DIVERSIFIED OIL & GAS LLC,1,FILIAGGI 7,7.27757,GasWell,39.836833,-79.876055
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 33,7.27757,GasWell,39.83723,-79.97098
CHEVRON APPALACHIA LLC,1,NIED UNIT 1H,734.66825,GasWell,39.838289,-80.050558
DIVERSIFIED OIL & GAS LLC,1,GENOVESE 10,7.27757,GasWell,39.838366,-79.880994
DIVERSIFIED OIL & GAS LLC,1,YASENOSKY UNIT 4,7.33177,GasWell,39.839386,-79.860907
RICE DRILLING B LLC,1,HEROLD A 11,901.69142,GasWell,39.840853,-80.468536
RICE DRILLING B LLC,1,HEROLD A 4,1377.17321,GasWell,39.840881,-80.468711
RICE DRILLING B LLC,1,HEROLD A 9,1250.5472,GasWell,39.840889,-80.468558
RICE DRILLING B LLC,1,HEROLD A 6,1324.65482,GasWell,39.840928,-80.468581
RICE DRILLING B LLC,1,HEROLD A 2,1491.72587,GasWell,39.840942,-80.468747
RICE DRILLING B LLC,1,HEROLD A 8,1196.2826,GasWell,39.840989,-80.468619
RICE DRILLING B LLC,1,HEROLD A 10,1105.25294,GasWell,39.84105,-80.468658
GREYLOCK PROD LLC,1,PENNECO/MORROW 2MH,1.98214,GasWell,39.841303,-80.086162
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 30,7.31683,GasWell,39.842055,-79.975403
DIVERSIFIED OIL & GAS LLC,1,HONSAKER 15,4.99415,GasWell,39.845383,-79.885997
DIVERSIFIED OIL & GAS LLC,1,HONSAKER 16,4.99468,GasWell,39.845688,-79.880911
RICE DRILLING B LLC,1,ROGER PARRY 7H,0.2795,GasWell,39.845972,-80.406056
RICE DRILLING B LLC,1,ROGER PARRY 8H-A,12.13873,GasWell,39.845972,-80.406278
RICE DRILLING B LLC,1,ROGER PARRY 3H,13.77599,GasWell,39.846028,-80.406333
DIVERSIFIED OIL & GAS LLC,1,YASENOSKY 3,7.29624,GasWell,39.846313,-79.857604
CHEVRON APPALACHIA LLC,1,BURCHIANTI 62H,1116.01645,GasWell,39.84815,-79.970936
DIVERSIFIED OIL & GAS LLC,1,KIRCHNER UNIT 3,7.27757,GasWell,39.848456,-79.878569
CHEVRON APPALACHIA LLC,1,KIRCHNER UNIT 2H,471.76233,GasWell,39.848469,-79.878531
DIVERSIFIED OIL & GAS LLC,1,HONSAKER 17,4.99233,GasWell,39.849677,-79.886555
DIVERSIFIED OIL & GAS LLC,1,GIDEON 4,7.27757,GasWell,39.850719,-79.963044
GREYLOCK PROD LLC,1,BARNES - A J MORRIS 1MH,6021.73522,GasWell,39.851381,-80.113186
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 24,7.27757,GasWell,39.852077,-79.968358
RICE DRILLING B LLC,1,CHARLES BEHM GRE 8H,9.48739,GasWell,39.852236,-80.424922
RICE DRILLING B LLC,1,CHARLES BEHM 6H,11.57785,GasWell,39.852335,-80.424942
RICE DRILLING B LLC,1,CHARLES BEHM 4H,11.85923,GasWell,39.852353,-80.425008
RICE DRILLING B LLC,1,CHARLES BEHM 2H,11.85923,GasWell,39.8524,-80.4251
RICE DRILLING B LLC,1,AMIGOS 7H,19.49848,GasWell,39.852494,-80.341336
RICE DRILLING B LLC,1,AMIGOS 6H,19.49848,GasWell,39.8525,-80.341258
RICE DRILLING B LLC,1,AMIGOS 4H,19.49848,GasWell,39.85255,-80.341228
RICE DRILLING B LLC,1,AMIGOS 3H,19.49848,GasWell,39.852597,-80.341281
RICE DRILLING B LLC,1,AMIGOS 2H,20.6056,GasWell,39.8526,-80.341203
RICE DRILLING B LLC,1,AMIGOS 1V,0.44284,GasWell,39.852647,-80.341253
RICE DRILLING B LLC,1,JAMES RICE GRE 10H,9.7316,GasWell,39.853361,-80.361
RICE DRILLING B LLC,1,JAMES RICE GRE 5H,7.35975,GasWell,39.853389,-80.360944
RICE DRILLING B LLC,1,JAMES RICE GRE 6H,7.35975,GasWell,39.853389,-80.361028
RICE DRILLING B LLC,1,JAMES RICE 1H,22.1411,GasWell,39.853417,-80.360972
RICE DRILLING B LLC,1,JAMES RICE GRE 8H,7.35975,GasWell,39.853417,-80.361056
GREYLOCK PROD LLC,1,SGL 223 1MH,705.92269,GasWell,39.853433,-80.090367
RICE DRILLING B LLC,1,JAMES RICE GRE 3H,7.35975,GasWell,39.853444,-80.361
RICE DRILLING B LLC,1,JAMES RICE 9H,7.35975,GasWell,39.853456,-80.3611
RICE DRILLING B LLC,1,JAMES RICE 7H,7.35975,GasWell,39.853486,-80.361131
RICE DRILLING B LLC,1,JAMES RICE 4H,7.35975,GasWell,39.853492,-80.361047
RICE DRILLING B LLC,1,JAMES RICE 2H,7.35975,GasWell,39.853514,-80.361164
RICE DRILLING B LLC,1,JAMES RICE 12H,7.35975,GasWell,39.853519,-80.361078
RICE DRILLING B LLC,1,JAMES RICE 11H,9.7316,GasWell,39.853544,-80.361194
RICE DRILLING B LLC,1,JAMES RICE 13H,7.35975,GasWell,39.853672,-80.361328
RICE DRILLING B LLC,1,JAMES RICE 14H,7.35975,GasWell,39.853708,-80.361275
GREYLOCK PROD LLC,1,SHARPNACK 1MH-S,25.97872,GasWell,39.855614,-80.0422
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 6,7.28397,GasWell,39.857047,-79.986736
RICE DRILLING B LLC,1,BETA CAMERON 8,2114.23732,GasWell,39.857844,-80.450417
RICE DRILLING B LLC,1,BETA CAMERON 2,642.47824,GasWell,39.857875,-80.450517
RICE DRILLING B LLC,1,BETA CAMERON 10,1955.79032,GasWell,39.857908,-80.450383
RICE DRILLING B LLC,1,BETA CAMERON 4,0.2795,GasWell,39.857939,-80.450483
RICE DRILLING B LLC,1,BETA CAMERON 12,1017.66975,GasWell,39.857972,-80.45035
RICE DRILLING B LLC,1,BETA CAMERON 6,521.27374,GasWell,39.858003,-80.45045
EQT PROD CO,1,HUFFMAN 593945,1841.23866,GasWell,39.858133,-80.248636
EQT PROD CO,1,HUFFMAN 593958,833.77916,GasWell,39.858169,-80.248736
EQT PROD CO,1,HUFFMAN 593944,2518.23832,GasWell,39.858172,-80.248625
EQT PROD CO,1,HUFFMAN 593957,657.05112,GasWell,39.858208,-80.248725
EQT PROD CO,1,HUFFMAN 593943,2175.60135,GasWell,39.858214,-80.248617
EQT PROD CO,1,HUFFMAN 593956,813.10374,GasWell,39.85825,-80.248717
EQT PROD CO,1,HUFFMAN 593955,1118.65882,GasWell,39.858289,-80.248706
EQT PROD CO,1,HUFFMAN 593954,547.0828,GasWell,39.858331,-80.248694
EQT PROD CO,1,HUFFMAN 593953,2647.89786,GasWell,39.858369,-80.248686
EQT PROD CO,1,HUFFMAN 593952,2001.72094,GasWell,39.858411,-80.248675
DIVERSIFIED OIL & GAS LLC,1,BURCHIANTI 11A,7.27757,GasWell,39.858622,-79.997373
GREYLOCK PROD LLC,1,VERES 5MH,2664.72885,GasWell,39.859553,-80.088428
DIVERSIFIED OIL & GAS LLC,1,KOVACH 21,7.27757,GasWell,39.860294,-79.977058
CHEVRON APPALACHIA LLC,1,MILESKY UNIT 1H,287.12881,GasWell,39.861283,-80.245292
GREYLOCK PROD LLC,1,BRITNER 1MH-S,10.36969,GasWell,39.862111,-80.038592
DIVERSIFIED OIL & GAS LLC,1,KOLENCIK 2,7.36677,GasWell,39.863694,-79.830117
RICE DRILLING B LLC,1,MCNEELY 1,1511.68088,GasWell,39.863722,-80.274642
RICE DRILLING B LLC,1,MCNEELY 3,1669.53452,GasWell,39.863731,-80.274589
RICE DRILLING B LLC,1,MCNEELY 5,1354.2767,GasWell,39.863739,-80.274536
RICE DRILLING B LLC,1,MCNEELY 7,1298.42198,GasWell,39.863747,-80.274486
RICE DRILLING B LLC,1,MCNEELY 9,1480.00758,GasWell,39.863756,-80.274433
RICE DRILLING B LLC,1,MCNEELY 11,1596.59458,GasWell,39.863764,-80.274381
RICE DRILLING B LLC,1,MCNEELY 13,1665.97297,GasWell,39.863772,-80.274328
RICE DRILLING B LLC,1,MCNEELY 15,1485.94612,GasWell,39.863781,-80.274275
RICE DRILLING B LLC,1,MCNEELY 17,1477.41726,GasWell,39.863789,-80.274222
GREYLOCK PROD LLC,1,BLAKER MINOR 1MH-A,2.90011,GasWell,39.864083,-80.027479
GREYLOCK PROD LLC,1,MOHR B 2MH-S,2.91985,GasWell,39.864864,-80.052697
DIVERSIFIED OIL & GAS LLC,1,BOORD 7,7.27757,GasWell,39.865094,-79.983653
GREYLOCK CONVENTIONAL LLC,1,MOHR 3,0.86445,GasWell,39.867172,-80.048502
CHEVRON APPALACHIA LLC,1,HART UNIT 10H,717.52348,GasWell,39.867692,-79.962769
DIVERSIFIED OIL & GAS LLC,1,TOM 2,7.27757,GasWell,39.868524,-79.99295
GREYLOCK PROD LLC,1,GRIBBLE UNIT 2MH,3.36395,GasWell,39.869102,-80.012712
DIVERSIFIED OIL & GAS LLC,1,BOORD 6B,7.27757,GasWell,39.869241,-79.98495
RICE DRILLING B LLC,1,DON FLAMENCO 8,526.77062,GasWell,39.869314,-80.427417
RICE DRILLING B LLC,1,DON FLAMENCO 10,493.16312,GasWell,39.869339,-80.4275
RICE DRILLING B LLC,1,DON FLAMENCO 6,429.03998,GasWell,39.869364,-80.427583
RICE DRILLING B LLC,1,DON FLAMENCO 4,594.73943,GasWell,39.869389,-80.427667
RICE DRILLING B LLC,1,DON FLAMENCO 2,307.69748,GasWell,39.869414,-80.42775
RICE DRILLING B LLC,1,DON FLAMENCO 12,674.00449,GasWell,39.869417,-80.427364
GREYLOCK PROD LLC,1,MOHR A 1MH-S,63.11809,GasWell,39.869494,-80.055781
DIVERSIFIED OIL & GAS LLC,1,MCCLURE 4,4.97281,GasWell,39.870035,-79.951463
GREYLOCK CONVENTIONAL LLC,1,MOHR 6,0.89835,GasWell,39.871424,-80.058736
GREYLOCK PROD LLC,1,FULLER 1MH,1.50861,GasWell,39.872122,-80.003648
GREYLOCK PROD LLC,1,FULLER B 1MH-N,1.50861,GasWell,39.872811,-80.013219
DIVERSIFIED OIL & GAS LLC,1,PEVARNIK 9,11.88708,GasWell,39.873174,-79.965186
DIVERSIFIED OIL & GAS LLC,1,PEVARNIK 8,7.28642,GasWell,39.874508,-79.969727
CNX GAS CO LLC,1,WHIPKEY GH53BHS,335.70738,GasWell,39.878886,-80.381972
CNX GAS CO LLC,1,WHIPKEY WILLIAM UNIT 1H,242.10187,GasWell,39.878886,-80.382242
DIVERSIFIED OIL & GAS LLC,1,PEVARNIK 7,7.32024,GasWell,39.879325,-79.970056
DIVERSIFIED OIL & GAS LLC,1,BELL 10,9.60259,GasWell,39.879344,-79.983839
DIVERSIFIED OIL & GAS LLC,1,GROVES 8,7.27757,GasWell,39.881727,-80.00377
CNX GAS CO LLC,1,CONSOL GH55FHS,2502.18099,GasWell,39.882831,-80.3474
GREYLOCK PROD LLC,1,HOGE/NOCE 1MH,2.8419,GasWell,39.882974,-79.988773
GREYLOCK PROD LLC,1,CREE 6MH,4.28152,GasWell,39.883381,-80.049314
DIVERSIFIED OIL & GAS LLC,1,BELL 4,9.58232,GasWell,39.883485,-79.981997
GREYLOCK PROD LLC,1,HENDERSON/KING 2MH,1.04478,GasWell,39.88396,-80.026615
CNX GAS CO LLC,1,RHL22 AHS,15936.42375,GasWell,39.883975,-80.48105
CNX GAS CO LLC,1,MELZER GH58DHS,309.30406,GasWell,39.884164,-80.365361
GREYLOCK PROD LLC,1,MEADOWS 4MH,3.81454,GasWell,39.884183,-80.045317
GREYLOCK PROD LLC,1,PHILLIPPI 1MH,6.29433,GasWell,39.885172,-80.019383
DIVERSIFIED OIL & GAS LLC,1,GROVES 7,7.28504,GasWell,39.885874,-80.007384
GREYLOCK CONVENTIONAL LLC,1,V VIRGILI 1,0.86445,GasWell,39.886278,-80.044306
EQT PROD CO,1,CARPENTER 591359,1207.04345,GasWell,39.8863,-80.335592
EQT PROD CO,1,CARPENTER 590612,1880.9503,GasWell,39.886328,-80.335692
EQT PROD CO,1,CARPENTER 590610,2288.66179,GasWell,39.886358,-80.335792
EQT PROD CO,1,CARPENTER 590609,4.98979,GasWell,39.886372,-80.335842
EQT PROD CO,1,CARPENTER 593483,0.2795,GasWell,39.886389,-80.335689
EQT PROD CO,1,CARPENTER 593482,3281.81333,GasWell,39.886406,-80.335739
CNX GAS CO LLC,1,CONSOL PENNYSLVANIA COAL CO CNX-4,239.30872,GasWell,39.887872,-80.293791
CNX GAS CO LLC,1,CONSOL GH9AHSU,244.07412,GasWell,39.889847,-80.281428
RICE DRILLING B LLC,1,SHUMAKER 1H,1104.61807,GasWell,39.890356,-80.247842
RICE DRILLING B LLC,1,SHUMAKER 9H,9.03651,GasWell,39.890389,-80.247739
RICE DRILLING B LLC,1,SHUMAKER 2H,4.74369,GasWell,39.890397,-80.247889
RICE DRILLING B LLC,1,SHUMAKER 10H,4.74369,GasWell,39.890431,-80.247783
RICE DRILLING B LLC,1,SHUMAKER 3H,2.37184,GasWell,39.890439,-80.247936
RICE DRILLING B LLC,1,SHUMAKER 8H,2.37184,GasWell,39.890472,-80.247831
RICE DRILLING B LLC,1,SHUMAKER 4H,2.37184,GasWell,39.890481,-80.247981
RICE DRILLING B LLC,1,SHUMAKER 7H,2.37184,GasWell,39.890514,-80.247878
RICE DRILLING B LLC,1,SHUMAKER 12H,4.74369,GasWell,39.890522,-80.248028
CNX GAS CO LLC,1,RHL23 AHS,519.23876,GasWell,39.89115,-80.502047
DIVERSIFIED OIL & GAS LLC,1,WHIPKEY 9,7.31726,GasWell,39.891269,-80.005395
CNX GAS CO LLC,1,CONSOL GH35CV,247.18459,GasWell,39.891583,-80.297931
CNX GAS CO LLC,1,CONSOL GH2CV,255.16026,GasWell,39.891864,-80.285393
GREYLOCK CONVENTIONAL LLC,1,GRAY 1,2.56138,GasWell,39.892549,-79.985178
GREYLOCK PROD LLC,1,PECHIN LEASING 1MH,5.29771,GasWell,39.892994,-80.014419
CNX GAS CO LLC,1,CONSOL PENNSYLVANIA COAL CO CNX-3,239.27055,GasWell,39.893419,-80.29576
GREYLOCK PROD LLC,1,BARTHOLOMEW A 1MH-N,2.43628,GasWell,39.894233,-80.003186
DIVERSIFIED OIL & GAS LLC,1,WHIPKEY 8,7.28461,GasWell,39.894807,-80.000037
CNX GAS CO LLC,1,CONSOL CNX2B,239.37436,GasWell,39.895811,-80.286243
CNX GAS CO LLC,1,CONSOL PA COAL CO CNX-2A,247.22782,GasWell,39.895833,-80.286346
RICE DRILLING B LLC,1,RIDGE ROAD 1H,98.52123,GasWell,39.895847,-80.100717
RICE DRILLING B LLC,1,RIDGE ROAD 7H,4.74369,GasWell,39.895939,-80.100808
RICE DRILLING B LLC,1,RIDGE ROAD 6H,4.74369,GasWell,39.895958,-80.100764
RICE DRILLING B LLC,1,RIDGE ROAD 10H,4.74369,GasWell,39.895972,-80.100878
RICE DRILLING B LLC,1,RIDGE ROAD 5H,4.74369,GasWell,39.895981,-80.100717
RICE DRILLING B LLC,1,RIDGE ROAD 9H,4.74369,GasWell,39.895992,-80.100831
RICE DRILLING B LLC,1,RIDGE ROAD 4H,4.74369,GasWell,39.896014,-80.100783
RICE DRILLING B LLC,1,RIDGE ROAD 3H,4.74369,GasWell,39.896036,-80.100739
RICE DRILLING B LLC,1,ROHANNA 1H,12.2482,GasWell,39.896169,-80.124858
RICE DRILLING B LLC,1,ROHANNA 2H,12.10359,GasWell,39.896225,-80.124861
RICE DRILLING B LLC,1,ROHANNA 3H,7.39504,GasWell,39.896278,-80.124864
GREYLOCK PROD LLC,1,SKIB 6MH,3.69135,GasWell,39.896405,-80.069478
GREYLOCK PROD LLC,1,BARTHOLOMEW B 1MH-S,2.43628,GasWell,39.896658,-79.995733
EQT PROD CO,1,GREEN HILL 592337,28.03466,GasWell,39.896958,-80.317392
EQT PROD CO,1,GREENE HILL 592338,7.17799,GasWell,39.896967,-80.317425
EQT PROD CO,1,GREENE HILL 592339,7.17799,GasWell,39.896978,-80.317458
EQT PROD CO,1,GREENE HILL 592340,7.17799,GasWell,39.896986,-80.317492
EQT PROD CO,1,GREENE HILL 592341,7.17799,GasWell,39.896997,-80.317525
EQT PROD CO,1,GREENE HILL 592342,7.17799,GasWell,39.897008,-80.317558
EQT PROD CO,1,GREENE HILL 592343,7.17799,GasWell,39.897017,-80.317592
EQT PROD CO,1,GREENE HILL 592345,7.17799,GasWell,39.897036,-80.317658
EQT PROD CO,1,GREENE HILLE 592992,7.17799,GasWell,39.897047,-80.317692
EQT PROD CO,1,GREENE HILLE 592993,7.17799,GasWell,39.897056,-80.317725
EQT PROD CO,1,GREENE HILL 592994,7.17799,GasWell,39.897067,-80.317756
CNX GAS CO LLC,1,CONSOL GH19CV,237.02915,GasWell,39.897658,-80.343434
DIVERSIFIED OIL & GAS LLC,1,RUSH 18,7.27757,GasWell,39.897811,-80.029117
GREYLOCK CONVENTIONAL LLC,1,PHILLIPPI 2,0.88152,GasWell,39.898302,-80.017237
CNX GAS CO LLC,1,CONSOL GH34CV-A,239.30269,GasWell,39.89885,-80.27869
GREYLOCK PROD LLC,1,SKIB 3MH,1.97244,GasWell,39.900038,-80.066603
CNX GAS CO LLC,1,CONSOL GH8CV,237.00014,GasWell,39.901702,-80.294199
RICE DRILLING B LLC,1,GREENE COUNTY 1H,0.05057,GasWell,39.902228,-80.139214
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 28,7.27757,GasWell,39.90236,-79.955649
CNX GAS CO LLC,1,CONSOL GH6CV,239.30269,GasWell,39.9028,-80.28654
CNX GAS CO LLC,1,LEWIS GH46JHS,375.75237,GasWell,39.902872,-80.346425
CHEVRON APPALACHIA LLC,1,CROUSHORE 10H,300.04181,GasWell,39.902881,-79.908739
RICE DRILLING B LLC,1,DENNIS CHOLAK GRE 8H,7.63925,GasWell,39.903222,-80.411028
CHEVRON APPALACHIA LLC,1,BRUNO UNIT 2H,458.01722,GasWell,39.903286,-80.201397
RICE DRILLING B LLC,1,DENNIS CHOLAK 50U,14.74291,GasWell,39.903372,-80.410925
RICE DRILLING B LLC,1,DENNIS CHOLAK 52U,7.63925,GasWell,39.903411,-80.410856
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 22,7.27757,GasWell,39.903527,-79.960069
CNX GAS CO LLC,1,CONSOL GH10ACV-A,253.92817,GasWell,39.903788,-80.301541
RICE DRILLING B LLC,1,COSGRAY 1,2.75386,GasWell,39.903853,-80.170094
RICE DRILLING B LLC,1,COSGRAY 11,2697.21712,GasWell,39.903925,-80.170042
RICE DRILLING B LLC,1,COSGRAY 5,274.56253,GasWell,39.903958,-80.170119
RICE DRILLING B LLC,1,COSGRAY 13,2542.63543,GasWell,39.903961,-80.170014
RICE DRILLING B LLC,1,COSGRAY 7,88.09552,GasWell,39.903994,-80.170092
RICE DRILLING B LLC,1,COSGRAY 15,597.88986,GasWell,39.903997,-80.169989
DIVERSIFIED OIL & GAS LLC,1,JUROSCO 1,7.29518,GasWell,39.904035,-79.820275
CHEVRON APPALACHIA LLC,1,ZALAC UNIT 10H,1919.59545,GasWell,39.904611,-79.858172
RICE DRILLING B LLC,1,LAMAR TRUST 2H,9.73175,GasWell,39.904928,-80.144775
RICE DRILLING B LLC,1,LAMAR TRUST 1H,9.82615,GasWell,39.904999,-80.144577
DIVERSIFIED PROD LLC,1,LARRY VOUGH 1,0.3633,GasWell,39.905081,-79.278799
DIVERSIFIED OIL & GAS LLC,1,BUDAY 10,7.27757,GasWell,39.905913,-79.996356
DIVERSIFIED OIL & GAS LLC,1,SWARTZ 4,7.28344,GasWell,39.906429,-79.945243
DIVERSIFIED OIL & GAS LLC,1,BUDAY 9,7.27757,GasWell,39.906493,-79.989911
CNX GAS CO LLC,1,CONSOL GH11CV,254.20057,GasWell,39.906497,-80.299696
DIVERSIFIED OIL & GAS LLC,1,WILLIS 20,7.28023,GasWell,39.907679,-80.012179
GREYLOCK PROD LLC,1,BROADWATER 1MH-S,4.2916,GasWell,39.908036,-80.055328
CHEVRON APPALACHIA LLC,1,YARECK 1H-A,672.92956,GasWell,39.908489,-80.035386
DIVERSIFIED OIL & GAS LLC,1,HEADLEE 6,14.19184,GasWell,39.908954,-79.95198
CNX GAS CO LLC,1,CONSOL GH15CV,237.05075,GasWell,39.909211,-80.30743
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 27,7.27757,GasWell,39.909785,-79.968522
CHEVRON APPALACHIA LLC,1,CITRO UNIT 2H,732.1863,GasWell,39.909814,-80.260319
DIVERSIFIED OIL & GAS LLC,1,WILLIS 16,7.27757,GasWell,39.909902,-80.01499
EQT PROD CO,1,I PIERCE 591982,5.51162,GasWell,39.910386,-80.278894
EQT PROD CO,1,I PIERCE 591981,7.88346,GasWell,39.910403,-80.278944
EQT PROD CO,1,I PIERCE 591660,5.51162,GasWell,39.910417,-80.278994
EQT PROD CO,1,I PIERCE 591354,5.51162,GasWell,39.910431,-80.279044
EQT PROD CO,1,I PIERCE 591353,5.51162,GasWell,39.910447,-80.279094
EQT PROD CO,1,I PIERCE 591352,5.51162,GasWell,39.910461,-80.279144
EQT PROD CO,1,I PIERCE 591351,5.51162,GasWell,39.910478,-80.279194
EQT PROD CO,1,I PIERCE 591350,5.51162,GasWell,39.910492,-80.279244
EQT PROD CO,1,I PIERCE 591349,5.51162,GasWell,39.910506,-80.279294
EQT PROD CO,1,I PIERCE 591348,5.51162,GasWell,39.910522,-80.279344
EQT PROD CO,1,I PIERCE 591347,9.5032,GasWell,39.910536,-80.279394
CNX GAS CO LLC,1,CONSOL GH14CV,237.00014,GasWell,39.910844,-80.300816
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 14,7.28291,GasWell,39.911063,-79.958419
CHEVRON APPALACHIA LLC,1,FDS UNIT 6H,471.86606,GasWell,39.911161,-79.911197
CHEVRON APPALACHIA LLC,1,BUDAY UNIT 11H,469.77667,GasWell,39.911175,-79.990169
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 12,0.0064,GasWell,39.912577,-79.961852
